job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,rescal.entity_embedder.regularize_weight,rescal.relation_embedder.regularize_weight,rescal.entity_embedder.dropout,rescal.relation_embedder.dropout
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0240505978834741,0,cbbec16f,256.0,Adam,0.10694061627592617,3.0,256.0,normal_,5.8150000637593674e-05,-0.8715221933403425,,False,2.9741600164553485e-07,2.4420721959080016e-19,0.15627537108957767,-0.4335428597405553
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,375,,,,mean_reciprocal_rank_filtered_with_test,0.2731608212147134,1,019ff400,1024.0,Adam,0.0015033794413517453,1.0,64.0,xavier_normal_,0.017633066613407942,-0.5825874013625737,lp,False,1.8000763091844014e-20,8.075656806547509e-13,0.3453393913805485,0.4618705604225397
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.1623481274059025,2,2796f436,128.0,Adagrad,0.31922136935651213,6.0,512.0,uniform_,0.0007817404879090196,-0.3303736738207098,lp,True,0.00308566200491048,2.2801075510515673e-10,-0.2158663235604763,-0.15783919394016266
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.2986207551415027,3,8ea6f25f,1024.0,Adam,0.017008336196824465,0.0,512.0,xavier_normal_,0.009861650776739006,-0.8919850567478873,lp,True,3.380399238471697e-10,2.0266286790449166e-06,0.04807801451534033,0.31448999233543873
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,275,,,,mean_reciprocal_rank_filtered_with_test,0.2472633416203307,4,f5afc19b,128.0,Adagrad,0.03508398888811457,7.0,64.0,normal_,0.0007353885710208998,-0.14819885812381284,,False,3.152616168974095e-13,3.209626999309254e-18,-0.38827498350292444,-0.057974494993686676
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0005596177748611,5,5406291d,512.0,Adagrad,0.0007739188548742803,8.0,128.0,xavier_uniform_,0.22180695017280824,-0.43677508518281394,lp,False,5.3719729085314276e-05,4.7772065902411086e-14,-0.07440933492034674,0.0862869331613183
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0177047342257449,6,4f7cc3da,256.0,Adam,0.7004215003904105,5.0,32.0,normal_,2.9891400669516905e-05,-0.6812603133502881,lp,True,2.4519416269854785e-16,5.349340991924685e-07,0.48497527930885553,-0.2822860823944211
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1978085959776875,7,0783723b,1024.0,Adagrad,0.02286580102665652,3.0,32.0,xavier_normal_,1.6468546315812527e-05,-0.5238052114413492,,False,2.7890783911266283e-12,4.212841341761106e-16,-0.4808113006874919,0.13475501723587513
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.1296223958333333,8,2098c123,128.0,Adam,0.006674944455334591,9.0,128.0,normal_,0.10460778997859611,-0.2798083192451112,lp,True,2.3149801489744568e-09,0.0003734208837002988,0.07906111795455217,-0.4850205257534981
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.0117288833674726,9,e09e3429,512.0,Adam,0.5023877199659941,6.0,64.0,normal_,0.00031720677119997947,-0.05321459391391836,lp,True,3.591128513323002e-17,2.677586021605096e-08,0.3919196901842952,0.3942223796620965
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0214557944657559,10,c3d2a973,256.0,Adagrad,0.0003344311802780309,2.0,256.0,xavier_uniform_,0.004962322677741091,-0.7974890093011315,lp,False,6.086314233511466e-06,1.6943318972517308e-15,-0.04492111224681139,-0.2294732378795743
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,125,,,,mean_reciprocal_rank_filtered_with_test,0.1377535665276589,11,3eb47e44,512.0,Adam,0.06144610328905585,8.0,512.0,xavier_normal_,0.0018133638747366413,-0.4878588031318225,,False,9.355295543494148e-09,9.578205156933683e-20,0.18924187868833542,0.25910274032503366
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0005549815634495,12,d3527145,256.0,Adagrad,0.003651106196381687,0.0,32.0,uniform_,0.03502536479002746,-0.7395841947024502,lp,True,2.910414656141246e-15,0.0034167400572274664,-0.37245259433984756,-0.10939876455813646
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.1903394104647847,13,4ef7799a,1024.0,Adagrad,0.15642903245924036,4.0,128.0,xavier_uniform_,0.00010564312501030678,-0.9664754764832836,lp,True,0.09029897384942935,9.681186337442161e-10,-0.18433461524546146,0.018554845824837685
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,105,,,,mean_reciprocal_rank_filtered_with_test,0.2223727071526589,14,e5a8afd2,128.0,Adam,0.0012228238537512052,9.0,16.0,uniform_,0.5496452769910466,-0.21430471672045992,lp,False,5.739933905238503e-19,4.8386278572546235e-12,0.250421991571784,-0.35383622348308563
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,235,,,,mean_reciprocal_rank_filtered_with_test,0.2962981960186769,15,9c287b2a,1024.0,Adam,0.0005020024540395538,6.0,32.0,uniform_,0.0075516272617048635,-0.5505026052610855,lp,True,0.001110460048409133,7.218375644713991e-19,-0.3129897229373455,-0.391885245218873
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0078607041984669,16,328ae23f,128.0,Adagrad,0.8031487953774785,1.0,512.0,xavier_normal_,0.000467777199326223,-0.30218745933848434,lp,False,1.0042592472831143e-19,0.02569653699720597,0.24626459553837776,0.22667833790183067
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0003377855146988,17,bc2d36d4,512.0,Adagrad,0.011374891291583405,2.0,16.0,uniform_,0.14184953044983373,-0.028885127390567145,,False,8.275367975886401e-07,3.282336868387254e-11,0.31009974516928196,-0.13583537470549345
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.1204743414955802,18,c2285247,256.0,Adam,0.04148866858770477,10.0,128.0,xavier_uniform_,2.275517165266825e-05,-0.7766538301345147,lp,True,1.5291741052681967e-14,1.6351197898604593e-13,-0.1261229570955038,0.48661968018859625
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0031019136305374,19,b54a2dcb,512.0,Adagrad,0.0022113668541453545,4.0,128.0,normal_,0.405570768274324,-0.46132831368691285,lp,True,8.835773645489434e-17,1.424598607720704e-17,0.10651092324405909,-0.017476546578109264
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0124480043818612,20,79b3ff5b,256.0,Adam,0.26535433721733787,8.0,16.0,xavier_uniform_,7.636623127714728e-05,-0.7175245453486498,lp,False,0.0002993014822810302,1.2652122804766304e-05,-0.4548248490318656,0.35223912354558706
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,200,,,,mean_reciprocal_rank_filtered_with_test,0.2415639702737382,21,bc46d7f5,1024.0,Adam,0.005815907345390582,7.0,256.0,xavier_uniform_,0.023033041393819127,-0.9904835449375026,,False,8.78362691405437e-13,2.0124079933879267e-07,-0.015730292536318302,-0.26144193299114704
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.3181934679747648,22,ff022cba,128.0,Adagrad,0.0918361645000866,1.0,64.0,xavier_normal_,0.001229291695168947,-0.23497108418269075,lp,True,6.075402286353057e-11,1.2777432822264612e-14,0.4186676135286689,0.11219571903347969
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,120,,,,mean_reciprocal_rank_filtered_with_test,0.1188886039305318,23,72446f17,512.0,Adam,0.17306104580206277,2.0,64.0,normal_,0.0023820512965906236,-0.07946964466783213,lp,False,8.617544154004639e-06,6.373118556578366e-05,-0.42231613118201494,-0.4629585323855281
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0008019580846503,24,4be703d9,256.0,Adagrad,0.0008688750320219194,5.0,256.0,xavier_normal_,0.0547683825115909,-0.8354703221857827,lp,True,3.2886639256752445e-18,1.0126492144796456e-16,0.012569579295814037,0.15944596286863089
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0314493849911783,25,6242d792,1024.0,Adagrad,0.06581787413447192,10.0,32.0,xavier_normal_,0.00016608066158721102,-0.6244937982479669,lp,True,1.6284742210835361e-09,5.945479141800918e-15,0.45065705198794603,-0.18775935657322407
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,335,,,,mean_reciprocal_rank_filtered_with_test,0.3121601662745936,26,e1f53189,128.0,Adam,0.002509945900994084,3.0,128.0,xavier_uniform_,0.7177803650687552,-0.3687859025574661,,False,3.0415157850449564e-11,6.671219610075156e-08,-0.11116652470082045,0.4307555742561817
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.235580095389578,27,4da383ef,1024.0,Adagrad,0.46110331393267007,9.0,256.0,normal_,1.0472802738902603e-05,-0.9321862767930981,lp,False,8.137966677566226e-19,0.0015259406107044238,0.15418601594865322,-0.08861851133406162
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,255,,,,mean_reciprocal_rank_filtered_with_test,0.245446022018463,28,4bc58aad,128.0,Adam,0.00047839100258204585,4.0,16.0,xavier_uniform_,0.08008304667350427,-0.18392935728601179,lp,True,0.00825831592399302,3.037257132960114e-20,-0.28252544440329075,0.28507542237639427
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,375,,,,mean_reciprocal_rank_filtered_with_test,0.2408122371328771,29,2e240912,512.0,Adam,0.020344666683433783,0.0,512.0,uniform_,0.00024154097483985318,-0.39518815296022214,lp,True,2.0500680820648337e-15,2.5461985196263503e-11,-0.21963634341955185,-0.31340407859534025
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1656753318140504,30,c91f0f39,256.0,Adagrad,0.009263033768384152,7.0,64.0,xavier_normal_,0.0031743303370913127,-0.6430149629115872,,False,1.0188425334410314e-07,7.175016790766331e-09,0.3401067331433296,0.05636978056281805
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.0977693747549543,31,4c6a1918,1024.0,Adam,0.04997255815654524,4.0,128.0,xavier_uniform_,0.0847035197086784,-0.12668868173160586,lp,True,6.116966803440006e-16,2.643136144452518e-10,0.2850932125002146,0.1523342840373516
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0009108424016747,32,db818d03,128.0,Adagrad,0.002970523853955094,8.0,32.0,xavier_normal_,2.0310325374539405e-05,-0.8822163415188435,lp,False,3.3002954182274614e-08,1.3201051840287668e-12,-0.15553212724626064,-0.47134978510439396
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.1655814347866766,33,283cbbf9,512.0,Adagrad,0.14918839118193516,8.0,512.0,normal_,0.006158349430014592,-0.671497321972549,lp,False,1.7801991997492872e-18,3.8208854312548726e-19,-0.34267355129122734,0.3766468307003379
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.355402364913031,34,f8aca787,256.0,Adam,0.0011669900312112676,0.0,64.0,xavier_normal_,0.0002552142665684372,-0.41531640855133534,,True,0.019822606912519483,0.013641856235989187,0.22098340466618538,-0.2431476814672351
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.279077531321286,35,caacfcf7,512.0,Adagrad,0.027222695214860947,5.0,64.0,xavier_normal_,0.029533534520208394,-0.8539163801601249,lp,True,5.776432951525446e-10,1.5266665833186334e-06,-0.014153153635561466,0.27668199595063925
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0242263676469605,36,a86c0895,256.0,Adam,0.00795202853181905,2.0,512.0,xavier_normal_,0.0021533519962571067,-0.10616299565670073,lp,False,8.287691789019751e-12,9.66490166739396e-14,0.42463117744773626,-0.09572801273316145
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.0010875034033147,37,f4d8f04d,1024.0,Adam,0.543411881578104,3.0,16.0,xavier_uniform_,0.6495380731895933,-0.31670655764717603,lp,False,2.2410276799053903e-05,6.784274792028338e-18,0.11274914536625147,0.0009792782366275787
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.0007067483206369,38,d34b2f1e,128.0,Adagrad,0.0003618830316048579,9.0,256.0,uniform_,8.952393721379552e-05,-0.5650369026022032,,True,6.6402822233475314e-18,6.009685354121589e-06,-0.45297305192798376,-0.36751064844429493
e314f315,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.1242484060896065,39,7e0a17df,512.0,Adam,0.014286040216439764,8.0,256.0,xavier_uniform_,5.0373655253574355e-05,-0.7220018059133831,lp,False,1.2106592480776795e-12,7.382736223140255e-16,0.456164282746613,0.20375854428857565
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0242377062281686,40,64d74316,256.0,Adagrad,0.02944965069937903,5.0,16.0,xavier_normal_,0.2991007445325125,-0.4741596777214948,lp,True,6.52778625535531e-11,8.263792448953967e-09,-0.10907011013478041,-0.41596252005547285
e314f315,fb15k-237,rescal,0,search,1vsAll,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.0007413488866122,41,e14b6b05,1024.0,Adagrad,0.0007155021928191178,0.0,512.0,normal_,0.0009069109438870122,-0.2006609057299792,,True,5.858294401343477e-17,0.00012038920338928819,-0.4200060935690999,0.4481969512999058
5bfc4478,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.0824697215502031,42,2014afe7,128.0,Adam,0.64728709349276,7.0,32.0,uniform_,0.01517770342686973,-0.9489026262046397,lp,False,0.00015305222555729367,1.907656081401347e-16,0.01829043310135603,-0.17541557736694813
5bfc4478,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0009525237071198,43,6f08fe92,1024.0,Adagrad,0.004704873067193773,1.0,64.0,uniform_,0.0006063219589525177,-0.25832144803595725,lp,False,9.633251753484756e-07,3.3566342034639553e-12,-0.2485882267355919,0.3281596712768078
5bfc4478,fb15k-237,rescal,0,search,1vsAll,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0218458346977919,44,bfb2e1e2,128.0,Adam,0.1314406447229626,6.0,256.0,xavier_normal_,0.01197743587596104,-0.5140141446940321,lp,True,1.945447927081651e-14,9.484821630356723e-10,0.31457997113466263,-0.040394166484475136
5bfc4478,fb15k-237,rescal,0,search,1vsAll,valid,190,,,,mean_reciprocal_rank_filtered_with_test,0.2168716278380738,45,b0414505,512.0,Adam,0.0015763368658753588,10.0,16.0,xavier_uniform_,3.6128767128938915e-05,-0.7877494423145428,,True,0.0006218234589443348,0.0032044967965115844,0.12844563089311123,0.07261334266513586
5bfc4478,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,255,,,,mean_reciprocal_rank_filtered_with_test,0.2677864416256772,46,8c5f83a1,256.0,Adagrad,0.3344980023293565,3.0,128.0,xavier_normal_,0.1837918086039386,-0.03173344655606891,lp,False,6.080627667179069e-20,6.393815491781052e-20,-0.3116909507662058,-0.29986248444765806
5bfc4478,fb15k-237,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1823036683329769,47,b53127bb,512.0,Adagrad,0.3755378246058893,0.0,256.0,xavier_uniform_,0.04644534459834766,-0.6960225365737454,,True,0.027914790638847845,4.2792908715181154e-13,0.3747752644121647,-0.445379045791924
5bfc4478,fb15k-237,rescal,0,search,1vsAll,valid,340,,,,mean_reciprocal_rank_filtered_with_test,0.2678761338929284,48,ea9cf74e,256.0,Adam,0.0003894818822331108,7.0,64.0,uniform_,0.0028130513326308326,-0.4515526266467944,lp,False,1.6388537892993585e-19,1.2051304725344135e-10,-0.19083308801054955,0.1731164688244462
5bfc4478,fb15k-237,rescal,0,search,1vsAll,valid,105,,,,mean_reciprocal_rank_filtered_with_test,0.1518101213866909,49,b4392bcc,1024.0,Adam,0.019396967453626335,9.0,128.0,xavier_normal_,0.8529366167910137,-0.22521637590509835,lp,False,2.3342210079874713e-08,0.098901163218761,-0.25274561904370785,-0.20533469319343567
