job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,transh.entity_embedder.regularize_weight,transh.relation_embedder.regularize_weight,transh.entity_embedder.dropout,transh.relation_embedder.dropout,KvsAll.label_smoothing,transh.l_norm
1acee956,umls,transh,0,search,KvsAll,valid,105,,,,mean_reciprocal_rank_filtered_with_test,0.343688941,0,5ca0a89f,256,Adam,0.704880642,1,128,uniform_,0.002478691,-0.595557801,lp,FALSE,0.071613499,7.63E-12,0.482515939,-0.289026883,-0.167963282,1
1acee956,umls,transh,1,search,KvsAll,valid,110,,,,mean_reciprocal_rank_filtered_with_test,0.6111541,2,c6d704d7,1024,Adam,0.000690466,4,64,normal_,0.053393628,-0.939598604,lp,FALSE,6.53E-18,5.33E-19,0.22705333,0.417901639,-0.00498342,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.743954571,4,eacfbd70,128,Adagrad,0.127002679,6,512,uniform_,5.45E-05,-0.462201047,,TRUE,9.98E-11,8.63E-10,-0.025581551,-0.076898234,0.137754361,1
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,190,,,,mean_reciprocal_rank_filtered_with_test,0.782205781,3,d42811d6,1024,Adam,0.009354487,3,512,xavier_normal_,0.003645079,-0.708956012,lp,TRUE,0.000377928,0.000321869,0.291928319,0.312601603,0.019546024,1
1acee956,umls,transh,1,search,KvsAll,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.75217199,6,a9af4166,128,Adagrad,0.170253485,7,32,normal_,2.98E-05,-0.201774551,lp,FALSE,1.61E-11,5.16E-14,-0.461295698,-0.161417532,-0.114118908,2
1acee956,umls,transh,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.525474876,1,e7ade88c,512,Adagrad,0.001019208,8,128,xavier_uniform_,0.198640564,-0.356843816,lp,FALSE,2.90E-08,2.24E-16,-0.217551793,0.040353337,-0.27475493,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.633858382,9,794b192a,256,Adam,0.018577798,1,32,xavier_normal_,0.000248014,-0.865277437,,TRUE,2.25E-20,1.38E-06,0.043423689,-0.44922787,0.182489247,2
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,185,,,,mean_reciprocal_rank_filtered_with_test,0.818300961,7,ee67ca07,1024,Adagrad,0.234337826,0,32,xavier_normal_,0.000582194,-0.922957774,lp,FALSE,1.74E-12,1.18E-15,-0.405658761,0.171664868,0.23467962,1
1acee956,umls,transh,1,search,KvsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.587702979,11,f22b9933,128,Adam,0.012862525,10,256,normal_,0.059371508,-0.416477497,lp,TRUE,1.46E-05,1.86E-06,0.357267935,-0.322848963,-0.217450488,2
1acee956,umls,transh,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.203933646,5,9f572ba6,512,Adam,0.037214757,6,64,normal_,1.28E-05,-0.009327995,,TRUE,5.75E-19,8.42E-09,0.104796034,0.44384829,-0.059300104,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,60,,,,mean_reciprocal_rank_filtered_with_test,0.741564885,13,6776fe85,256,Adagrad,0.002043731,5,256,xavier_uniform_,0.012227602,-0.518462323,lp,FALSE,2.66E-07,5.30E-18,-0.150379197,-0.034973797,0.078909535,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,270,,,,mean_reciprocal_rank_filtered_with_test,0.7577363,8,e0b368a3,512,Adam,0.58145798,7,512,xavier_normal_,0.000127101,-0.279642055,lp,FALSE,0.003894724,6.79E-13,0.415162267,0.294391165,0.04507627,2
1acee956,umls,transh,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.54605711,10,d3616ab1,256,Adagrad,0.003159602,2,64,uniform_,0.01588047,-0.755086267,lp,TRUE,6.51E-15,0.004316426,-0.33942765,-0.195453197,-0.102810519,1
1acee956,umls,transh,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.124481482,12,d88bf4ed,1024,Adagrad,0.055867318,2,128,xavier_uniform_,0.001059452,-0.662881697,,TRUE,1.29E-09,3.15E-10,-0.090861923,0.066635615,-0.258617207,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,115,,,,mean_reciprocal_rank_filtered_with_test,0.773654353,16,b91f480b,128,Adam,0.000303417,9,16,uniform_,0.864811566,-0.185210679,lp,FALSE,1.19E-16,5.00E-20,0.171601529,-0.407639044,0.203190016,1
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.619346665,15,fe5c2dfd,1024,Adam,0.001127357,5,64,uniform_,0.005287179,-0.904969857,,TRUE,3.79E-10,1.01E-11,-0.355482832,-0.262777279,0.111271591,2
1acee956,umls,transh,1,search,KvsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.345106207,18,40d87b2d,128,Adagrad,0.02649278,4,512,xavier_normal_,2.06E-05,-0.380728289,lp,FALSE,2.52E-17,0.063428641,0.404972421,0.226827591,-0.055370617,1
1acee956,umls,transh,1,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.038980092,19,26e08b7c,512,Adagrad,0.007091778,0,16,uniform_,0.140063995,-0.03724538,lp,FALSE,0.018783524,5.09E-09,0.148594211,-0.098013826,-0.192386124,2
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.647349165,14,17e9f5d9,256,Adam,0.166897576,10,128,xavier_uniform_,0.000351124,-0.559868582,lp,TRUE,2.17E-14,7.99E-19,-0.104109577,0.376028972,0.250667397,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,60,,,,mean_reciprocal_rank_filtered_with_test,0.69022112,21,afce86f6,512,Adagrad,0.000584887,1,256,normal_,0.367292412,-0.29878588,,TRUE,8.48E-20,1.89E-14,0.338161442,-0.140294884,0.207156984,1
1acee956,umls,transh,1,search,KvsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.763189819,22,935b6e7d,256,Adam,0.08377888,8,16,xavier_uniform_,0.001747737,-0.791625177,lp,FALSE,1.12E-07,3.00E-05,-0.414994622,0.354467259,-0.226219387,2
1acee956,umls,transh,0,search,KvsAll,valid,105,,,,mean_reciprocal_rank_filtered_with_test,0.72058831,20,00323e8d,1024,Adam,0.006093396,8,256,xavier_uniform_,0.036875306,-0.634166981,lp,FALSE,4.20E-12,1.23E-07,-0.170335204,-0.475470403,-0.086860219,1
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.796065723,23,12878913,128,Adagrad,0.871538042,3,32,xavier_normal_,7.90E-05,-0.142640883,lp,TRUE,9.70E-05,7.87E-17,0.090694395,0.003607627,0.070104874,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.185713727,17,ae010d0b,512,Adam,0.069094458,4,32,xavier_uniform_,8.98E-05,-0.083137135,lp,FALSE,1.04E-06,2.17E-05,-0.484179456,-0.344220139,0.122064065,1
1acee956,umls,transh,0,search,KvsAll,valid,85,,,,mean_reciprocal_rank_filtered_with_test,0.804708095,25,eb66831a,256,Adagrad,0.000482837,6,256,uniform_,0.022521887,-0.5766161,,TRUE,2.19E-18,3.52E-15,0.278801365,0.130047785,-0.030345413,2
1acee956,umls,transh,1,search,KvsAll,valid,205,,,,mean_reciprocal_rank_filtered_with_test,0.740373857,26,f513115d,1024,Adagrad,0.383274838,9,32,normal_,0.00153405,-0.981988925,lp,TRUE,3.79E-06,1.39E-17,0.027244947,-0.008987407,-0.17219941,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.067499717,24,88e864b4,128,Adam,0.002677093,0,128,xavier_normal_,0.596217131,-0.491102972,lp,FALSE,4.58E-13,8.63E-08,-0.227862339,0.480850219,0.266298504,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,60,,,,mean_reciprocal_rank_filtered_with_test,0.707204854,29,2ed0562e,1024,Adagrad,0.036454656,9,128,uniform_,0.000401372,-0.744495123,lp,FALSE,4.62E-16,0.000766008,0.462440304,-0.221463034,0.157163019,2
1acee956,umls,transh,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.377581099,27,25c88d44,128,Adam,0.001549793,2,16,xavier_uniform_,0.085967022,-0.219919055,,TRUE,4.94E-09,4.72E-13,-0.292218512,0.257412758,-0.290407744,1
1acee956,umls,transh,0,search,KvsAll,valid,275,,,,mean_reciprocal_rank_filtered_with_test,0.753232195,28,5f4ae8f0,512,Adam,0.334254235,3,512,uniform_,1.81E-05,-0.315243062,lp,TRUE,1.68E-15,3.63E-20,-0.044568417,-0.38629133,-0.146209944,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,70,,,,mean_reciprocal_rank_filtered_with_test,0.713241484,33,7f2dc164,256,Adagrad,0.014216585,7,64,normal_,0.008637004,-0.837531287,lp,FALSE,0.001033552,5.83E-11,0.217841865,0.108276204,0.015272419,1
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,330,,,,mean_reciprocal_rank_filtered_with_test,0.811126428,30,b087a493,1024,Adam,0.482068506,2,256,uniform_,0.075099977,-0.20950628,lp,TRUE,7.70E-16,1.11E-09,0.126708337,0.179481893,-0.107282883,2
1acee956,umls,transh,1,search,KvsAll,valid,325,,,,mean_reciprocal_rank_filtered_with_test,0.781642937,31,fc205e6f,128,Adagrad,0.003369772,9,32,normal_,0.000655808,-0.701093176,,FALSE,0.000646577,1.77E-19,-0.112355997,-0.330665956,0.049511979,1
1acee956,umls,transh,0,search,KvsAll,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.766962765,32,89c572ca,512,Adagrad,0.052394168,7,512,normal_,0.009860526,-0.857513775,lp,FALSE,1.82E-16,2.10E-12,-0.364827884,0.467296021,0.18905883,2
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,140,,,,mean_reciprocal_rank_filtered_with_test,0.813678578,35,b1b69bba,256,Adam,0.000365713,2,32,xavier_normal_,1.10E-05,-0.364735753,lp,TRUE,2.78E-09,0.01338773,0.381987914,-0.0584215,-0.244449434,1
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.618626507,34,6ac49ada,512,Adagrad,0.249462809,6,64,uniform_,0.016492442,-0.618921288,lp,TRUE,3.41E-06,5.41E-07,-0.179666909,0.302208231,-0.21295985,1
1acee956,umls,transh,0,search,KvsAll,valid,145,,,,mean_reciprocal_rank_filtered_with_test,0.714007933,36,5901f584,256,Adam,0.010599473,5,512,uniform_,0.000176444,-0.096359362,,FALSE,1.46E-13,3.41E-16,0.067658394,-0.203270231,0.230225565,2
1acee956,umls,transh,0,search,KvsAll,valid,125,,,,mean_reciprocal_rank_filtered_with_test,0.764673853,37,766e403f,1024,Adam,0.045128126,0,16,xavier_uniform_,0.8212418,-0.438804674,lp,FALSE,8.08E-07,9.46E-14,0.316224074,0.090083417,0.093022375,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.752499212,40,84e653c7,128,Adagrad,0.001920232,10,128,uniform_,0.000782861,-0.96310704,lp,TRUE,6.27E-19,0.000148508,-0.423227694,-0.431086818,-0.073449602,2
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,95,,,,mean_reciprocal_rank_filtered_with_test,0.859397092,39,a54bef24,512,Adam,0.008786932,8,128,xavier_uniform_,0.002865143,-0.778482417,,FALSE,3.77E-12,4.12E-18,0.002383609,0.213517593,-0.12813103,1
1acee956,umls,transh,1,search,KvsAll,valid,180,,,,mean_reciprocal_rank_filtered_with_test,0.759511561,42,45f48e29,256,Adagrad,0.206607264,1,16,normal_,0.31968864,-0.256132918,lp,TRUE,3.17E-05,2.54E-08,-0.235116937,-0.312455572,0.033521564,2
1acee956,umls,transh,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.164082943,38,bb81edc1,1024,Adagrad,0.00084052,3,512,normal_,4.81E-05,-0.161846492,lp,TRUE,6.84E-20,6.74E-06,-0.490579562,0.42570728,0.177604923,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.733046268,41,01e3c0b3,128,Adam,0.019772208,7,64,uniform_,0.042003965,-0.686361762,lp,FALSE,3.16E-08,1.08E-15,0.254794519,-0.084703843,-0.269833947,2
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.201940735,43,29c55c7b,1024,Adagrad,0.004615265,4,64,uniform_,4.05E-05,-0.424241413,,FALSE,0.008445908,1.27E-19,-0.050985693,0.336030271,-0.153969434,2
1acee956,umls,transh,0,search,KvsAll,valid,105,,,,mean_reciprocal_rank_filtered_with_test,0.551157197,44,ea8ab209,128,Adam,0.660883372,6,256,normal_,0.003862805,-0.915066567,lp,TRUE,1.41E-14,2.07E-10,0.193875077,-0.184846172,0.284396587,1
1acee956,umls,transh,1,search,KvsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.745315833,46,7ad7e61b,512,Adam,0.000736227,10,16,xavier_uniform_,0.00017979,-0.510731324,lp,TRUE,1.53E-10,0.002360243,0.437619025,0.0481589,0.142657031,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,70,,,,mean_reciprocal_rank_filtered_with_test,0.711465098,49,8f4ef5de,256,Adagrad,0.105374193,1,256,xavier_normal_,0.192212381,-0.017191084,lp,FALSE,1.41E-17,1.47E-12,-0.29949028,-0.4570334,-0.009922678,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.479974712,45,973600c7,512,Adagrad,0.03006669,3,256,normal_,0.023913304,-0.799327573,lp,TRUE,6.91E-10,1.74E-18,0.235437083,-0.367652145,-0.295200553,2
